tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
2020-03-31,1,0,0,1,1,0,0,1,NUSA TENGGARA BARAT
2020-04-01,2,0,0,2,3,0,0,3,NUSA TENGGARA BARAT
2020-04-02,0,0,0,0,3,0,0,3,NUSA TENGGARA BARAT
2020-04-03,0,0,0,0,3,0,0,3,NUSA TENGGARA BARAT
2020-04-04,0,0,0,0,3,0,0,3,NUSA TENGGARA BARAT
2020-04-05,0,0,0,0,3,0,0,3,NUSA TENGGARA BARAT
2020-04-06,2,0,0,2,5,0,0,5,NUSA TENGGARA BARAT
2020-04-07,0,0,0,0,5,0,0,5,NUSA TENGGARA BARAT
2020-04-08,0,0,0,0,5,0,0,5,NUSA TENGGARA BARAT
2020-04-09,4,0,0,4,9,0,0,9,NUSA TENGGARA BARAT
2020-04-10,5,0,0,5,14,0,0,14,NUSA TENGGARA BARAT
2020-04-11,2,1,0,1,16,0,1,15,NUSA TENGGARA BARAT
2020-04-12,9,0,0,9,25,0,1,24,NUSA TENGGARA BARAT
2020-04-13,3,0,0,3,28,0,1,27,NUSA TENGGARA BARAT
2020-04-14,0,0,0,0,28,0,1,27,NUSA TENGGARA BARAT
2020-04-15,0,0,0,0,28,0,1,27,NUSA TENGGARA BARAT
2020-04-16,7,0,0,7,35,0,1,34,NUSA TENGGARA BARAT
2020-04-17,6,0,0,6,41,0,1,40,NUSA TENGGARA BARAT
2020-04-18,4,0,0,4,45,0,1,44,NUSA TENGGARA BARAT
2020-04-19,4,1,8,-5,49,8,2,39,NUSA TENGGARA BARAT
2020-04-20,9,1,0,8,58,8,3,47,NUSA TENGGARA BARAT
2020-04-21,15,0,0,15,73,8,3,62,NUSA TENGGARA BARAT
2020-04-22,12,0,0,12,85,8,3,74,NUSA TENGGARA BARAT
2020-04-23,6,0,2,4,91,10,3,78,NUSA TENGGARA BARAT
2020-04-24,33,0,2,31,124,12,3,109,NUSA TENGGARA BARAT
2020-04-25,23,0,3,20,147,15,3,129,NUSA TENGGARA BARAT
2020-04-26,13,0,0,13,160,15,3,142,NUSA TENGGARA BARAT
2020-04-27,9,0,2,7,169,17,3,149,NUSA TENGGARA BARAT
2020-04-28,12,0,2,10,181,19,3,159,NUSA TENGGARA BARAT
2020-04-29,7,0,7,0,188,26,3,159,NUSA TENGGARA BARAT
2020-04-30,0,0,0,0,188,26,3,159,NUSA TENGGARA BARAT
2020-05-01,3,0,0,3,191,26,3,162,NUSA TENGGARA BARAT
2020-05-02,14,0,0,14,205,26,3,176,NUSA TENGGARA BARAT
2020-05-03,16,0,3,13,221,29,3,189,NUSA TENGGARA BARAT
2020-05-04,0,0,0,0,221,29,3,189,NUSA TENGGARA BARAT
2020-05-05,12,0,8,4,233,37,3,193,NUSA TENGGARA BARAT
2020-05-06,5,1,6,-2,238,43,4,191,NUSA TENGGARA BARAT
2020-05-07,6,0,3,3,244,46,4,194,NUSA TENGGARA BARAT
2020-05-08,10,0,18,-8,254,64,4,186,NUSA TENGGARA BARAT
2020-05-09,14,1,7,6,268,71,5,192,NUSA TENGGARA BARAT
2020-05-10,0,0,4,-4,268,75,5,188,NUSA TENGGARA BARAT
2020-05-11,1,0,10,-9,269,85,5,179,NUSA TENGGARA BARAT
2020-05-12,6,0,0,6,275,85,5,185,NUSA TENGGARA BARAT
2020-05-13,4,1,5,-2,279,90,6,183,NUSA TENGGARA BARAT
2020-05-14,6,0,19,-13,285,109,6,170,NUSA TENGGARA BARAT
2020-05-15,8,0,41,-33,293,150,6,137,NUSA TENGGARA BARAT
2020-05-16,7,0,0,7,300,150,6,144,NUSA TENGGARA BARAT
2020-05-17,5,0,9,-4,305,159,6,140,NUSA TENGGARA BARAT
2020-05-18,3,0,13,-10,308,172,6,130,NUSA TENGGARA BARAT
2020-05-19,0,0,0,0,308,172,6,130,NUSA TENGGARA BARAT
2020-05-20,15,0,0,15,323,172,6,145,NUSA TENGGARA BARAT
2020-05-21,11,0,2,9,334,174,6,154,NUSA TENGGARA BARAT
2020-05-22,42,0,2,40,376,176,6,194,NUSA TENGGARA BARAT
2020-05-23,10,0,6,4,386,182,6,198,NUSA TENGGARA BARAT
2020-05-24,4,0,0,4,390,182,6,202,NUSA TENGGARA BARAT
2020-05-25,0,0,25,-25,390,207,6,177,NUSA TENGGARA BARAT
2020-05-26,7,0,0,7,397,207,6,184,NUSA TENGGARA BARAT
2020-05-27,43,1,11,31,440,218,7,215,NUSA TENGGARA BARAT
2020-05-28,22,1,0,21,462,218,8,236,NUSA TENGGARA BARAT
2020-05-29,20,0,3,17,482,221,8,253,NUSA TENGGARA BARAT
2020-05-30,3,0,3,0,485,224,8,253,NUSA TENGGARA BARAT
2020-05-31,30,0,8,22,515,232,8,275,NUSA TENGGARA BARAT
2020-06-01,14,0,0,14,529,232,8,289,NUSA TENGGARA BARAT
2020-06-02,15,2,0,13,544,232,10,302,NUSA TENGGARA BARAT
2020-06-03,15,1,5,9,559,237,11,311,NUSA TENGGARA BARAT
2020-06-04,18,4,2,12,577,239,15,323,NUSA TENGGARA BARAT
2020-06-05,44,1,0,43,621,239,16,366,NUSA TENGGARA BARAT
2020-06-06,33,1,8,24,654,247,17,390,NUSA TENGGARA BARAT
2020-06-07,8,0,13,-5,662,260,17,385,NUSA TENGGARA BARAT
2020-06-08,13,1,0,12,675,260,18,397,NUSA TENGGARA BARAT
2020-06-09,8,3,0,5,683,260,21,402,NUSA TENGGARA BARAT
2020-06-10,25,3,66,-44,708,326,24,358,NUSA TENGGARA BARAT
2020-06-11,9,2,36,-29,717,362,26,329,NUSA TENGGARA BARAT
2020-06-12,19,0,59,-40,736,421,26,289,NUSA TENGGARA BARAT
2020-06-13,11,2,16,-7,747,437,28,282,NUSA TENGGARA BARAT
2020-06-14,8,0,33,-25,755,470,28,257,NUSA TENGGARA BARAT
2020-06-15,21,2,25,-6,776,495,30,251,NUSA TENGGARA BARAT
2020-06-16,17,0,10,7,793,505,30,258,NUSA TENGGARA BARAT
2020-06-17,18,5,28,-15,811,533,35,243,NUSA TENGGARA BARAT
2020-06-18,27,2,18,7,838,551,37,250,NUSA TENGGARA BARAT
2020-06-19,9,0,17,-8,847,568,37,242,NUSA TENGGARA BARAT
2020-06-20,26,1,28,-3,873,596,38,239,NUSA TENGGARA BARAT
2020-06-21,5,0,6,-1,878,602,38,238,NUSA TENGGARA BARAT
2020-06-22,9,1,10,-2,887,612,39,236,NUSA TENGGARA BARAT
2020-06-23,14,0,7,7,901,619,39,243,NUSA TENGGARA BARAT
2020-06-24,15,2,16,-3,916,635,41,240,NUSA TENGGARA BARAT
2020-06-25,11,1,4,6,927,639,42,246,NUSA TENGGARA BARAT
2020-06-26,18,0,8,10,945,647,42,256,NUSA TENGGARA BARAT
2020-06-27,19,1,5,13,964,652,43,269,NUSA TENGGARA BARAT
2020-06-28,26,8,15,3,990,667,51,272,NUSA TENGGARA BARAT
2020-06-29,11,0,4,7,1001,671,51,279,NUSA TENGGARA BARAT
2020-06-30,16,1,8,7,1017,679,52,286,NUSA TENGGARA BARAT
2020-07-01,9,3,3,3,1026,682,55,289,NUSA TENGGARA BARAT
2020-07-02,13,0,9,4,1039,691,55,293,NUSA TENGGARA BARAT
2020-07-03,18,0,21,-3,1057,712,55,290,NUSA TENGGARA BARAT
2020-07-04,19,1,6,12,1076,718,56,302,NUSA TENGGARA BARAT
2020-07-05,14,0,8,6,1090,726,56,308,NUSA TENGGARA BARAT
2020-07-06,26,0,5,21,1116,731,56,329,NUSA TENGGARA BARAT
2020-07-07,24,1,7,16,1140,738,57,345,NUSA TENGGARA BARAT
2020-07-08,19,4,16,-1,1159,754,61,344,NUSA TENGGARA BARAT
2020-07-09,25,1,11,13,1184,765,62,357,NUSA TENGGARA BARAT
2020-07-10,27,2,11,14,1211,776,64,371,NUSA TENGGARA BARAT
2020-07-11,33,0,8,25,1244,784,64,396,NUSA TENGGARA BARAT
2020-07-12,24,3,12,9,1268,796,67,405,NUSA TENGGARA BARAT
2020-07-13,19,4,17,-2,1287,813,71,403,NUSA TENGGARA BARAT
2020-07-14,13,1,18,-6,1300,831,72,397,NUSA TENGGARA BARAT
2020-07-15,21,2,11,8,1321,842,74,405,NUSA TENGGARA BARAT
2020-07-16,28,0,25,3,1349,867,74,408,NUSA TENGGARA BARAT
2020-07-17,19,1,10,8,1368,877,75,416,NUSA TENGGARA BARAT
2020-07-18,21,3,9,9,1389,886,78,425,NUSA TENGGARA BARAT
2020-07-19,26,5,14,7,1415,900,83,432,NUSA TENGGARA BARAT
2020-07-20,25,1,1,23,1440,901,84,455,NUSA TENGGARA BARAT
2020-07-21,14,2,11,1,1454,912,86,456,NUSA TENGGARA BARAT
2020-07-22,9,0,9,0,1463,921,86,456,NUSA TENGGARA BARAT
2020-07-23,27,0,13,14,1490,934,86,470,NUSA TENGGARA BARAT
2020-07-24,23,5,12,6,1513,946,91,476,NUSA TENGGARA BARAT
2020-07-25,23,0,11,12,1536,957,91,488,NUSA TENGGARA BARAT
2020-07-26,17,0,20,-3,1553,977,91,485,NUSA TENGGARA BARAT
2020-07-27,20,1,17,2,1573,994,92,487,NUSA TENGGARA BARAT
2020-07-28,16,1,5,10,1589,999,93,497,NUSA TENGGARA BARAT
2020-07-29,33,0,24,9,1622,1023,93,506,NUSA TENGGARA BARAT
2020-07-30,26,0,9,17,1648,1032,93,523,NUSA TENGGARA BARAT
2020-07-31,31,1,18,12,1679,1050,94,535,NUSA TENGGARA BARAT
2020-08-01,0,0,0,0,1679,1050,94,535,NUSA TENGGARA BARAT
2020-08-02,34,2,22,10,1713,1072,96,545,NUSA TENGGARA BARAT
2020-08-03,28,2,7,19,1741,1079,98,564,NUSA TENGGARA BARAT
2020-08-04,17,1,8,8,1758,1087,99,572,NUSA TENGGARA BARAT
2020-08-05,18,2,21,-5,1776,1108,101,567,NUSA TENGGARA BARAT
2020-08-06,21,1,11,9,1797,1119,102,576,NUSA TENGGARA BARAT
2020-08-07,15,0,21,-6,1812,1140,102,570,NUSA TENGGARA BARAT
2020-08-08,20,0,4,16,1832,1144,102,586,NUSA TENGGARA BARAT
2020-08-09,23,0,12,11,1855,1156,102,597,NUSA TENGGARA BARAT
2020-08-10,21,2,9,10,1876,1165,104,607,NUSA TENGGARA BARAT
2020-08-11,18,3,46,-31,1894,1211,107,576,NUSA TENGGARA BARAT
2020-08-12,19,1,38,-20,1913,1249,108,556,NUSA TENGGARA BARAT
2020-08-13,12,0,41,-29,1925,1290,108,527,NUSA TENGGARA BARAT
2020-08-14,20,0,16,4,1945,1306,108,531,NUSA TENGGARA BARAT
2020-08-15,15,2,13,0,1960,1319,110,531,NUSA TENGGARA BARAT
2020-08-16,13,0,16,-3,1973,1335,110,528,NUSA TENGGARA BARAT
2020-08-17,15,1,11,3,1988,1346,111,531,NUSA TENGGARA BARAT
2020-08-18,19,2,15,2,2007,1361,113,533,NUSA TENGGARA BARAT
2020-08-19,21,1,17,3,2028,1378,114,536,NUSA TENGGARA BARAT
2020-08-20,18,0,23,-5,2046,1401,114,531,NUSA TENGGARA BARAT
2020-08-21,16,2,86,-72,2062,1487,116,459,NUSA TENGGARA BARAT
2020-08-22,11,2,22,-13,2073,1509,118,446,NUSA TENGGARA BARAT
2020-08-23,11,2,11,-2,2084,1520,120,444,NUSA TENGGARA BARAT
2020-08-24,12,3,5,4,2096,1525,123,448,NUSA TENGGARA BARAT
2020-08-25,10,2,12,-4,2106,1537,125,444,NUSA TENGGARA BARAT
2020-08-26,26,2,16,8,2132,1553,127,452,NUSA TENGGARA BARAT
2020-08-27,15,2,15,-2,2147,1568,129,450,NUSA TENGGARA BARAT
2020-08-28,19,1,20,-2,2166,1588,130,448,NUSA TENGGARA BARAT
2020-08-29,31,0,22,9,2197,1610,130,457,NUSA TENGGARA BARAT
2020-08-30,1,1,19,-19,2198,1629,131,438,NUSA TENGGARA BARAT
2020-08-31,13,2,20,-9,2211,1649,133,429,NUSA TENGGARA BARAT
2020-09-01,13,2,20,-9,2224,1669,135,420,NUSA TENGGARA BARAT
2020-09-02,12,0,19,-7,2236,1688,135,413,NUSA TENGGARA BARAT
2020-09-03,13,0,8,5,2249,1696,135,418,NUSA TENGGARA BARAT
2020-09-04,7,3,11,-7,2256,1707,138,411,NUSA TENGGARA BARAT
2020-09-05,30,2,22,6,2286,1729,140,417,NUSA TENGGARA BARAT
2020-09-06,15,1,15,-1,2301,1744,141,416,NUSA TENGGARA BARAT
2020-09-07,6,1,10,-5,2307,1754,142,411,NUSA TENGGARA BARAT
2020-09-08,16,2,15,-1,2323,1769,144,410,NUSA TENGGARA BARAT
2020-09-09,11,0,15,-4,2334,1784,144,406,NUSA TENGGARA BARAT
2020-09-10,9,0,25,-16,2343,1809,144,390,NUSA TENGGARA BARAT
2020-09-11,6,1,17,-12,2349,1826,145,378,NUSA TENGGARA BARAT
2020-09-12,10,0,22,-12,2359,1848,145,366,NUSA TENGGARA BARAT
2020-09-13,11,1,6,4,2370,1854,146,370,NUSA TENGGARA BARAT
2020-09-14,19,0,19,0,2389,1873,146,370,NUSA TENGGARA BARAT
2020-09-15,15,1,7,7,2404,1880,147,377,NUSA TENGGARA BARAT
2020-09-16,8,0,11,-3,2412,1891,147,374,NUSA TENGGARA BARAT
2020-09-17,14,3,18,-7,2426,1909,150,367,NUSA TENGGARA BARAT
2020-09-18,17,1,9,7,2443,1918,151,374,NUSA TENGGARA BARAT
2020-09-19,47,3,20,24,2490,1938,154,398,NUSA TENGGARA BARAT
2020-09-20,17,0,10,7,2507,1948,154,405,NUSA TENGGARA BARAT
2020-09-21,17,2,9,6,2524,1957,156,411,NUSA TENGGARA BARAT
2020-09-22,8,0,12,-4,2532,1969,156,407,NUSA TENGGARA BARAT
2020-09-23,19,0,17,2,2551,1986,156,409,NUSA TENGGARA BARAT
2020-09-24,33,3,15,15,2584,2001,159,424,NUSA TENGGARA BARAT
2020-09-25,16,2,33,-19,2600,2034,161,405,NUSA TENGGARA BARAT
2020-09-26,23,0,10,13,2623,2044,161,418,NUSA TENGGARA BARAT
2020-09-27,15,2,6,7,2638,2050,163,425,NUSA TENGGARA BARAT
2020-09-28,14,1,3,10,2652,2053,164,435,NUSA TENGGARA BARAT
2020-09-29,5,0,29,-24,2657,2082,164,411,NUSA TENGGARA BARAT
2020-09-30,21,1,28,-8,2678,2110,165,403,NUSA TENGGARA BARAT
2020-10-01,27,1,12,14,2705,2122,166,417,NUSA TENGGARA BARAT
2020-10-02,21,1,7,13,2726,2129,167,430,NUSA TENGGARA BARAT
2020-10-03,19,0,14,5,2745,2143,167,435,NUSA TENGGARA BARAT
2020-10-04,21,1,8,12,2766,2151,168,447,NUSA TENGGARA BARAT
2020-10-05,17,0,15,2,2783,2166,168,449,NUSA TENGGARA BARAT
2020-10-06,18,0,26,-8,2801,2192,168,441,NUSA TENGGARA BARAT
2020-10-07,5,0,16,-11,2806,2208,168,430,NUSA TENGGARA BARAT
2020-10-08,12,0,10,2,2818,2218,168,432,NUSA TENGGARA BARAT
2020-10-09,24,2,21,1,2842,2239,170,433,NUSA TENGGARA BARAT
2020-10-10,7,1,4,2,2849,2243,171,435,NUSA TENGGARA BARAT
2020-10-11,13,0,4,9,2862,2247,171,444,NUSA TENGGARA BARAT
2020-10-12,13,0,7,6,2875,2254,171,450,NUSA TENGGARA BARAT
2020-10-13,7,0,59,-52,2882,2313,171,398,NUSA TENGGARA BARAT
2020-10-14,18,2,43,-27,2900,2356,173,371,NUSA TENGGARA BARAT
2020-10-15,16,0,12,4,2916,2368,173,375,NUSA TENGGARA BARAT
2020-10-16,27,0,17,10,2943,2385,173,385,NUSA TENGGARA BARAT
2020-10-17,22,1,20,1,2965,2405,174,386,NUSA TENGGARA BARAT
2020-10-18,25,0,10,15,2990,2415,174,401,NUSA TENGGARA BARAT
2020-10-19,23,2,5,16,3013,2420,176,417,NUSA TENGGARA BARAT
2020-10-20,16,1,8,7,3029,2428,177,424,NUSA TENGGARA BARAT
2020-10-21,27,1,10,16,3056,2438,178,440,NUSA TENGGARA BARAT
2020-10-22,20,1,35,-16,3076,2473,179,424,NUSA TENGGARA BARAT
2020-10-23,17,1,18,-2,3093,2491,180,422,NUSA TENGGARA BARAT
2020-10-24,5,1,12,-8,3098,2503,181,414,NUSA TENGGARA BARAT
2020-10-25,18,2,13,3,3116,2516,183,417,NUSA TENGGARA BARAT
2020-10-26,23,0,18,5,3139,2534,183,422,NUSA TENGGARA BARAT
2020-10-27,26,0,23,3,3165,2557,183,425,NUSA TENGGARA BARAT
2020-10-28,25,0,27,-2,3190,2584,183,423,NUSA TENGGARA BARAT
2020-10-29,8,0,26,-18,3198,2610,183,405,NUSA TENGGARA BARAT
2020-10-30,11,1,4,6,3209,2614,184,411,NUSA TENGGARA BARAT
2020-10-31,4,1,3,0,3213,2617,185,411,NUSA TENGGARA BARAT
2020-11-01,18,0,5,13,3231,2622,185,424,NUSA TENGGARA BARAT
2020-11-02,2,1,8,-7,3233,2630,186,417,NUSA TENGGARA BARAT
2020-11-03,14,0,19,-5,3247,2649,186,412,NUSA TENGGARA BARAT
2020-11-04,18,2,48,-32,3265,2697,188,380,NUSA TENGGARA BARAT
2020-11-05,45,1,62,-18,3310,2759,189,362,NUSA TENGGARA BARAT
2020-11-06,16,2,24,-10,3326,2783,191,352,NUSA TENGGARA BARAT
2020-11-07,25,0,15,10,3351,2798,191,362,NUSA TENGGARA BARAT
2020-11-08,40,2,55,-17,3391,2853,193,345,NUSA TENGGARA BARAT
2020-11-09,34,0,3,31,3425,2856,193,376,NUSA TENGGARA BARAT
2020-11-10,9,0,0,9,3434,2856,193,385,NUSA TENGGARA BARAT
2020-11-11,28,1,0,27,3462,2856,194,412,NUSA TENGGARA BARAT
2020-11-12,22,0,0,22,3484,2856,194,434,NUSA TENGGARA BARAT
2020-11-13,38,0,0,38,3522,2856,194,472,NUSA TENGGARA BARAT
2020-11-14,24,0,0,24,3546,2856,194,496,NUSA TENGGARA BARAT
2020-11-15,11,0,0,11,3557,2856,194,507,NUSA TENGGARA BARAT
2020-11-16,0,0,0,0,3557,2856,194,507,NUSA TENGGARA BARAT
2020-11-17,2,0,3,-1,3559,2859,194,506,NUSA TENGGARA BARAT
2020-11-18,16,0,8,8,3575,2867,194,514,NUSA TENGGARA BARAT
2020-11-19,14,0,12,2,3589,2879,194,516,NUSA TENGGARA BARAT
2020-11-20,29,3,18,8,3618,2897,197,524,NUSA TENGGARA BARAT
2020-11-21,23,0,2,21,3641,2899,197,545,NUSA TENGGARA BARAT
2020-11-22,10,0,28,-18,3651,2927,197,527,NUSA TENGGARA BARAT
2020-11-23,11,1,3,7,3662,2930,198,534,NUSA TENGGARA BARAT
2020-11-24,12,0,7,5,3674,2937,198,539,NUSA TENGGARA BARAT
2020-11-25,9,2,24,-17,3683,2961,200,522,NUSA TENGGARA BARAT
2020-11-26,16,0,16,0,3699,2977,200,522,NUSA TENGGARA BARAT
2020-11-27,30,0,9,21,3729,2986,200,543,NUSA TENGGARA BARAT
2020-11-28,29,0,15,14,3758,3001,200,557,NUSA TENGGARA BARAT
2020-11-29,16,0,6,10,3774,3007,200,567,NUSA TENGGARA BARAT
2020-11-30,5,2,4,-1,3779,3011,202,566,NUSA TENGGARA BARAT
2020-12-01,12,1,27,-16,3791,3038,203,550,NUSA TENGGARA BARAT
2020-12-02,18,0,40,-22,3809,3078,203,528,NUSA TENGGARA BARAT
2020-12-03,9,0,37,-28,3818,3115,203,500,NUSA TENGGARA BARAT
2020-12-04,26,1,84,-59,3844,3199,204,441,NUSA TENGGARA BARAT
2020-12-05,24,0,58,-34,3868,3257,204,407,NUSA TENGGARA BARAT
2020-12-06,9,1,27,-19,3877,3284,205,388,NUSA TENGGARA BARAT
2020-12-07,20,1,9,10,3897,3293,206,398,NUSA TENGGARA BARAT
2020-12-08,7,1,15,-9,3904,3308,207,389,NUSA TENGGARA BARAT
2020-12-09,47,1,16,30,3951,3324,208,419,NUSA TENGGARA BARAT
2020-12-10,16,0,13,3,3967,3337,208,422,NUSA TENGGARA BARAT
2020-12-11,25,0,12,13,3992,3349,208,435,NUSA TENGGARA BARAT
2020-12-12,29,1,24,4,4021,3373,209,439,NUSA TENGGARA BARAT
2020-12-13,25,2,11,12,4046,3384,211,451,NUSA TENGGARA BARAT
2020-12-14,40,0,2,38,4086,3386,211,489,NUSA TENGGARA BARAT
2020-12-15,25,2,17,6,4111,3403,213,495,NUSA TENGGARA BARAT
2020-12-16,25,0,9,16,4136,3412,213,511,NUSA TENGGARA BARAT
2020-12-17,28,0,0,28,4164,3412,213,539,NUSA TENGGARA BARAT
2020-12-18,17,0,0,17,4181,3412,213,556,NUSA TENGGARA BARAT
2020-12-19,26,0,21,5,4207,3433,213,561,NUSA TENGGARA BARAT
2020-12-20,19,0,9,10,4226,3442,213,571,NUSA TENGGARA BARAT
2020-12-21,43,2,1,40,4269,3443,215,611,NUSA TENGGARA BARAT
2020-12-22,35,0,30,5,4304,3473,215,616,NUSA TENGGARA BARAT
2020-12-23,19,0,21,-2,4323,3494,215,614,NUSA TENGGARA BARAT
2020-12-24,32,0,25,7,4355,3519,215,621,NUSA TENGGARA BARAT
2020-12-25,19,0,3,16,4374,3522,215,637,NUSA TENGGARA BARAT
2020-12-26,26,0,13,13,4400,3535,215,650,NUSA TENGGARA BARAT
2020-12-27,14,0,23,-9,4414,3558,215,641,NUSA TENGGARA BARAT
2020-12-28,45,0,4,41,4459,3562,215,682,NUSA TENGGARA BARAT
2020-12-29,7,0,27,-20,4466,3589,215,662,NUSA TENGGARA BARAT
2020-12-30,49,0,43,6,4515,3632,215,668,NUSA TENGGARA BARAT
2020-12-31,55,0,38,17,4570,3670,215,685,NUSA TENGGARA BARAT
2021-01-01,48,0,16,32,4618,3686,215,717,NUSA TENGGARA BARAT
2021-01-02,53,2,29,22,4671,3715,217,739,NUSA TENGGARA BARAT
2021-01-03,17,0,11,6,4688,3726,217,745,NUSA TENGGARA BARAT
2021-01-04,33,0,11,22,4721,3737,217,767,NUSA TENGGARA BARAT
2021-01-05,11,0,0,11,4732,3737,217,778,NUSA TENGGARA BARAT
2021-01-06,35,1,10,24,4767,3747,218,802,NUSA TENGGARA BARAT
2021-01-07,47,0,40,7,4814,3787,218,809,NUSA TENGGARA BARAT
2021-01-08,27,0,81,-54,4841,3868,218,755,NUSA TENGGARA BARAT
2021-01-09,51,0,72,-21,4892,3940,218,734,NUSA TENGGARA BARAT
2021-01-10,57,0,81,-24,4949,4021,218,710,NUSA TENGGARA BARAT
2021-01-11,35,0,53,-18,4984,4074,218,692,NUSA TENGGARA BARAT
2021-01-12,45,0,1,44,5029,4075,218,736,NUSA TENGGARA BARAT
2021-01-13,24,0,25,-1,5053,4100,218,735,NUSA TENGGARA BARAT
2021-01-14,62,0,18,44,5115,4118,218,779,NUSA TENGGARA BARAT
2021-01-15,49,0,16,33,5164,4134,218,812,NUSA TENGGARA BARAT
2021-01-16,62,0,13,49,5226,4147,218,861,NUSA TENGGARA BARAT
2021-01-17,45,0,30,15,5271,4177,218,876,NUSA TENGGARA BARAT
2021-01-18,29,1,34,-6,5300,4211,219,870,NUSA TENGGARA BARAT
2021-01-19,58,2,17,39,5358,4228,221,909,NUSA TENGGARA BARAT
2021-01-20,50,0,36,14,5408,4264,221,923,NUSA TENGGARA BARAT
2021-01-21,68,3,72,-7,5476,4336,224,916,NUSA TENGGARA BARAT
2021-01-22,37,1,55,-19,5513,4391,225,897,NUSA TENGGARA BARAT
2021-01-23,74,1,22,51,5587,4413,226,948,NUSA TENGGARA BARAT
2021-01-24,69,0,24,45,5656,4437,226,993,NUSA TENGGARA BARAT
2021-01-25,44,0,19,25,5700,4456,226,1018,NUSA TENGGARA BARAT
2021-01-26,39,0,27,12,5739,4483,226,1030,NUSA TENGGARA BARAT
2021-01-27,79,0,42,37,5818,4525,226,1067,NUSA TENGGARA BARAT
2021-01-28,80,0,19,61,5898,4544,226,1128,NUSA TENGGARA BARAT
2021-01-29,63,3,30,30,5961,4574,229,1158,NUSA TENGGARA BARAT
2021-01-30,42,1,36,5,6003,4610,230,1163,NUSA TENGGARA BARAT
2021-01-31,76,4,30,42,6079,4640,234,1205,NUSA TENGGARA BARAT
2021-02-01,37,1,44,-8,6116,4684,235,1197,NUSA TENGGARA BARAT
2021-02-02,0,0,95,-95,6116,4779,235,1102,NUSA TENGGARA BARAT
2021-02-03,5,3,9,-7,6121,4788,238,1095,NUSA TENGGARA BARAT
2021-02-04,0,0,30,-30,6121,4818,238,1065,NUSA TENGGARA BARAT
2021-02-05,1,1,0,0,6122,4818,239,1065,NUSA TENGGARA BARAT
2021-02-06,19,16,39,-36,6141,4857,255,1029,NUSA TENGGARA BARAT
2021-02-07,0,0,12,-12,6141,4869,255,1017,NUSA TENGGARA BARAT
2021-02-08,119,1,88,30,6260,4957,256,1047,NUSA TENGGARA BARAT
2021-02-09,71,10,89,-28,6331,5046,266,1019,NUSA TENGGARA BARAT
2021-02-10,68,1,42,25,6399,5088,267,1044,NUSA TENGGARA BARAT
2021-02-11,47,0,11,36,6446,5099,267,1080,NUSA TENGGARA BARAT
2021-02-12,24,1,66,-43,6470,5165,268,1037,NUSA TENGGARA BARAT
2021-02-13,16,1,46,-31,6486,5211,269,1006,NUSA TENGGARA BARAT
2021-02-14,10,1,59,-50,6496,5270,270,956,NUSA TENGGARA BARAT
2021-02-15,3,0,10,-7,6499,5280,270,949,NUSA TENGGARA BARAT
2021-02-16,45,0,8,37,6544,5288,270,986,NUSA TENGGARA BARAT
2021-02-17,50,0,17,33,6594,5305,270,1019,NUSA TENGGARA BARAT
2021-02-18,29,0,13,16,6623,5318,270,1035,NUSA TENGGARA BARAT
2021-02-19,43,0,8,35,6666,5326,270,1070,NUSA TENGGARA BARAT
2021-02-20,29,0,13,16,6695,5339,270,1086,NUSA TENGGARA BARAT
2021-02-21,42,0,4,38,6737,5343,270,1124,NUSA TENGGARA BARAT
2021-02-22,61,0,2,59,6798,5345,270,1183,NUSA TENGGARA BARAT
2021-02-23,29,2,47,-20,6827,5392,272,1163,NUSA TENGGARA BARAT
2021-02-24,18,0,16,2,6845,5408,272,1165,NUSA TENGGARA BARAT
2021-02-25,39,1,84,-46,6884,5492,273,1119,NUSA TENGGARA BARAT
2021-02-26,56,0,99,-43,6940,5591,273,1076,NUSA TENGGARA BARAT
2021-02-27,24,0,22,2,6964,5613,273,1078,NUSA TENGGARA BARAT
2021-02-28,58,3,56,-1,7022,5669,276,1077,NUSA TENGGARA BARAT
2021-03-01,42,0,18,24,7064,5687,276,1101,NUSA TENGGARA BARAT
2021-03-02,4,0,12,-8,7068,5699,276,1093,NUSA TENGGARA BARAT
2021-03-03,6,0,16,-10,7074,5715,276,1083,NUSA TENGGARA BARAT
