tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
2021-08-05,1839,106,2199,-466,660818,639393,10197,11228,DKI JAKARTA
2021-08-06,1759,41,2555,-837,662577,641948,10238,10391,DKI JAKARTA
2021-08-07,1586,54,3695,-2163,664163,645643,10292,8228,DKI JAKARTA
2021-08-08,1299,17,978,304,665462,646621,10309,8532,DKI JAKARTA
2021-08-09,575,10,831,-266,666037,647452,10319,8266,DKI JAKARTA
2021-08-10,1157,35,937,185,667194,648389,10354,8451,DKI JAKARTA
2021-08-11,1615,36,1050,529,668809,649439,10390,8980,DKI JAKARTA
2021-08-12,868,38,1991,-1161,669677,651430,10428,7819,DKI JAKARTA
2021-08-13,964,56,1246,-338,670641,652676,10484,7481,DKI JAKARTA
2021-08-14,1088,21,950,117,671729,653626,10505,7598,DKI JAKARTA
2021-08-15,945,15,845,85,672674,654471,10520,7683,DKI JAKARTA
2021-08-16,394,22,738,-366,673068,655209,10542,7317,DKI JAKARTA
2021-08-17,532,19,757,-244,673600,655966,10561,7073,DKI JAKARTA
2021-08-18,810,9,718,83,674410,656684,10570,7156,DKI JAKARTA
2021-08-19,596,28,778,-210,675006,657462,10598,6946,DKI JAKARTA
2021-08-20,758,9,779,-30,675764,658241,10607,6916,DKI JAKARTA
2021-08-21,687,12,734,-59,676451,658975,10619,6857,DKI JAKARTA
2021-08-22,554,24,710,-180,677005,659685,10643,6677,DKI JAKARTA
2021-08-23,373,16,512,-155,677378,660197,10659,6522,DKI JAKARTA
2021-08-24,379,8,424,-53,677757,660621,10667,6469,DKI JAKARTA
2021-08-25,651,6,566,79,678408,661187,10673,6548,DKI JAKARTA
2021-08-26,448,6,811,-369,678856,661998,10679,6179,DKI JAKARTA
2021-08-27,500,9,287,204,679356,662285,10688,6383,DKI JAKARTA
2021-08-28,364,10,363,-9,679720,662648,10698,6374,DKI JAKARTA
2021-08-29,382,4,551,-173,680102,663199,10702,6201,DKI JAKARTA
2021-08-30,277,4,711,-438,680379,663910,10706,5763,DKI JAKARTA
2021-08-31,331,24,425,-118,680710,664335,10730,5645,DKI JAKARTA
2021-09-01,519,7,845,-333,681229,665180,10737,5312,DKI JAKARTA
2021-09-02,328,7,657,-336,681557,665837,10744,4976,DKI JAKARTA
2021-09-03,284,10,641,-367,681841,666478,10754,4609,DKI JAKARTA
2021-09-04,283,7,380,-104,682124,666858,10761,4505,DKI JAKARTA
2021-09-05,247,9,264,-26,682371,667122,10770,4479,DKI JAKARTA
2021-09-06,173,12,595,-434,682544,667717,10782,4045,DKI JAKARTA
2021-09-07,210,11,416,-217,682754,668133,10793,3828,DKI JAKARTA
2021-09-08,351,12,522,-183,683105,668655,10805,3645,DKI JAKARTA
2021-09-09,250,9,381,-140,683355,669036,10814,3505,DKI JAKARTA
2021-09-10,206,9,376,-179,683561,669412,10823,3326,DKI JAKARTA
2021-09-11,216,15,328,-127,683777,669740,10838,3199,DKI JAKARTA
2021-09-12,242,5,246,-9,684019,669986,10843,3190,DKI JAKARTA
2021-09-13,159,6,354,-201,684178,670340,10849,2989,DKI JAKARTA
2021-09-14,154,3,378,-227,684332,670718,10852,2762,DKI JAKARTA
2021-09-15,263,7,414,-158,684595,671132,10859,2604,DKI JAKARTA
2021-09-16,146,7,161,-22,684741,671293,10866,2582,DKI JAKARTA
2021-09-17,168,3,300,-135,684909,671593,10869,2447,DKI JAKARTA
2021-09-18,165,4,195,-34,685074,671788,10873,2413,DKI JAKARTA
2021-09-19,118,4,67,47,685192,671855,10877,2460,DKI JAKARTA
2021-09-20,70,3,413,-346,685262,672268,10880,2114,DKI JAKARTA
2021-09-21,80,3,255,-178,685342,672523,10883,1936,DKI JAKARTA
2021-09-22,175,3,226,-54,685517,672749,10886,1882,DKI JAKARTA
2021-09-23,124,2,214,-92,685641,672963,10888,1790,DKI JAKARTA
2021-09-24,150,4,258,-112,685791,673221,10892,1678,DKI JAKARTA
2021-09-25,109,1,166,-58,685900,673387,10893,1620,DKI JAKARTA
2021-09-26,139,3,107,29,686039,673494,10896,1649,DKI JAKARTA
2021-09-27,86,3,216,-133,686125,673710,10899,1516,DKI JAKARTA
2021-09-28,87,3,145,-61,686212,673855,10902,1455,DKI JAKARTA
2021-09-29,142,5,156,-19,686354,674011,10907,1436,DKI JAKARTA
2021-09-30,118,3,160,-45,686472,674171,10910,1391,DKI JAKARTA
2021-10-01,116,3,105,8,686588,674276,10913,1399,DKI JAKARTA
2021-10-02,125,3,124,-2,686713,674400,10916,1397,DKI JAKARTA
2021-10-03,104,4,66,34,686817,674466,10920,1431,DKI JAKARTA
2021-10-04,118,1,131,-14,686935,674597,10921,1417,DKI JAKARTA
2021-10-05,54,3,123,-72,686989,674720,10924,1345,DKI JAKARTA
2021-10-06,160,3,127,30,687149,674847,10927,1375,DKI JAKARTA
2021-10-07,120,1,88,31,687269,674935,10928,1406,DKI JAKARTA
2021-10-08,119,0,250,-131,687388,675185,10928,1275,DKI JAKARTA
2021-10-09,86,0,2,84,687474,675187,10928,1359,DKI JAKARTA
2021-10-10,111,2,58,51,687585,675245,10930,1410,DKI JAKARTA
2021-10-11,30,2,248,-220,687615,675493,10932,1190,DKI JAKARTA
2021-10-12,109,1,266,-158,687724,675759,10933,1032,DKI JAKARTA
2021-10-13,214,0,159,55,687938,675918,10933,1087,DKI JAKARTA
2021-10-14,89,0,78,11,688027,675996,10933,1098,DKI JAKARTA
2021-10-15,86,0,51,35,688113,676047,10933,1133,DKI JAKARTA
2021-10-16,123,1,170,-48,688236,676217,10934,1085,DKI JAKARTA
2021-10-17,104,0,106,-2,688340,676323,10934,1083,DKI JAKARTA
2021-10-18,86,1,117,-32,688426,676440,10935,1051,DKI JAKARTA
2021-10-19,79,0,102,-23,688505,676542,10935,1028,DKI JAKARTA
2021-10-20,82,0,101,-19,688587,676643,10935,1009,DKI JAKARTA
2021-10-21,64,1,119,-56,688651,676762,10936,953,DKI JAKARTA
2021-10-22,70,0,62,8,688721,676824,10936,961,DKI JAKARTA
2021-10-23,92,1,130,-39,688813,676954,10937,922,DKI JAKARTA
2021-10-24,102,1,105,-4,688915,677059,10938,918,DKI JAKARTA
2021-10-25,68,1,117,-50,688983,677176,10939,868,DKI JAKARTA
2021-10-26,28,0,82,-54,689011,677258,10939,814,DKI JAKARTA
2021-10-27,87,1,111,-25,689098,677369,10940,789,DKI JAKARTA
2021-10-28,103,0,81,22,689201,677450,10940,811,DKI JAKARTA
2021-10-29,82,0,91,-9,689283,677541,10940,802,DKI JAKARTA
2021-10-30,74,1,111,-38,689357,677652,10941,764,DKI JAKARTA
2021-10-31,86,1,60,25,689443,677712,10942,789,DKI JAKARTA
2021-11-01,66,0,37,29,689509,677749,10942,818,DKI JAKARTA
2021-11-02,60,0,99,-39,689569,677848,10942,779,DKI JAKARTA
2021-11-03,111,1,80,30,689680,677928,10943,809,DKI JAKARTA
2021-11-04,88,0,38,50,689768,677966,10943,859,DKI JAKARTA
2021-11-05,86,1,27,58,689854,677993,10944,917,DKI JAKARTA
2021-11-06,54,1,208,-155,689908,678201,10945,762,DKI JAKARTA
2021-11-07,96,0,91,5,690004,678292,10945,767,DKI JAKARTA
2021-11-08,27,0,62,-35,690031,678354,10945,732,DKI JAKARTA
2021-11-09,77,0,112,-35,690108,678466,10945,697,DKI JAKARTA
2021-11-10,72,0,46,26,690180,678512,10945,723,DKI JAKARTA
2021-11-11,84,1,79,4,690264,678591,10946,727,DKI JAKARTA
2021-11-12,57,0,144,-87,690321,678735,10946,640,DKI JAKARTA
2021-11-13,46,0,71,-25,690367,678806,10946,615,DKI JAKARTA
2021-11-14,80,1,94,-15,690447,678900,10947,600,DKI JAKARTA
2021-11-15,26,1,64,-39,690473,678964,10948,561,DKI JAKARTA
2021-11-16,64,0,89,-25,690537,679053,10948,536,DKI JAKARTA
2021-11-17,109,1,137,-29,690646,679190,10949,507,DKI JAKARTA
2021-11-18,79,0,108,-29,690725,679298,10949,478,DKI JAKARTA
2021-11-19,80,2,84,-6,690805,679382,10951,472,DKI JAKARTA
2021-11-20,88,1,134,-47,690893,679516,10952,425,DKI JAKARTA
2021-11-21,91,0,96,-5,690984,679612,10952,420,DKI JAKARTA
2021-11-22,18,0,39,-21,691002,679651,10952,399,DKI JAKARTA
2021-11-23,54,0,37,17,691056,679688,10952,416,DKI JAKARTA
2021-11-24,68,1,88,-21,691124,679776,10953,395,DKI JAKARTA
2021-11-25,39,1,32,6,691163,679808,10954,401,DKI JAKARTA
2021-11-26,60,0,45,15,691223,679853,10954,416,DKI JAKARTA
2021-11-27,46,0,68,-22,691269,679921,10954,394,DKI JAKARTA
2021-11-28,45,0,41,4,691314,679962,10954,398,DKI JAKARTA
2021-11-29,34,0,58,-24,691348,680020,10954,374,DKI JAKARTA
2021-11-30,34,0,0,34,691382,680020,10954,408,DKI JAKARTA
2021-12-01,52,0,58,-6,691434,680078,10954,402,DKI JAKARTA
2021-12-02,22,0,56,-34,691456,680134,10954,368,DKI JAKARTA
2021-12-03,32,0,49,-17,691488,680183,10954,351,DKI JAKARTA
2021-12-04,38,0,51,-13,691526,680234,10954,338,DKI JAKARTA
2021-12-05,34,1,53,-20,691560,680287,10955,318,DKI JAKARTA
2021-12-06,12,2,45,-35,691572,680332,10957,283,DKI JAKARTA
2021-12-07,28,1,30,-3,691600,680362,10958,280,DKI JAKARTA
2021-12-08,36,1,34,1,691636,680396,10959,281,DKI JAKARTA
2021-12-09,30,1,57,-28,691666,680453,10960,253,DKI JAKARTA
2021-12-10,21,0,27,-6,691687,680480,10960,247,DKI JAKARTA
2021-12-11,25,0,32,-7,691712,680512,10960,240,DKI JAKARTA
2021-12-12,27,0,30,-3,691739,680542,10960,237,DKI JAKARTA
2021-12-13,14,0,35,-21,691753,680577,10960,216,DKI JAKARTA
2021-12-14,14,0,19,-5,691767,680596,10960,211,DKI JAKARTA
2021-12-15,14,0,23,-9,691781,680619,10960,202,DKI JAKARTA
2021-12-16,26,0,33,-7,691807,680652,10960,195,DKI JAKARTA
2021-12-17,34,0,26,8,691841,680678,10960,203,DKI JAKARTA
2021-12-18,62,0,25,37,691903,680703,10960,240,DKI JAKARTA
2021-12-19,37,0,37,0,691940,680740,10960,240,DKI JAKARTA
2021-12-20,25,0,19,6,691965,680759,10960,246,DKI JAKARTA
2021-12-21,45,2,18,25,692010,680777,10962,271,DKI JAKARTA
2021-12-22,34,1,13,20,692044,680790,10963,291,DKI JAKARTA
2021-12-23,13,0,32,-19,692057,680822,10963,272,DKI JAKARTA
2021-12-24,52,0,25,27,692109,680847,10963,299,DKI JAKARTA
2021-12-25,67,0,39,28,692176,680886,10963,327,DKI JAKARTA
2021-12-26,39,0,20,19,692215,680906,10963,346,DKI JAKARTA
2021-12-27,33,0,77,-44,692248,680983,10963,302,DKI JAKARTA
2021-12-28,69,3,104,-38,692317,681087,10966,264,DKI JAKARTA
2021-12-29,23,0,0,23,692340,681087,10966,287,DKI JAKARTA
2021-12-30,40,0,0,40,692380,681087,10966,327,DKI JAKARTA
2021-12-31,71,1,0,70,692451,681087,10967,397,DKI JAKARTA
2022-01-01,93,0,32,61,692544,681119,10967,458,DKI JAKARTA
2022-01-02,81,0,88,-7,692625,681207,10967,451,DKI JAKARTA
2022-01-03,135,0,20,115,692760,681227,10967,566,DKI JAKARTA
2022-01-04,90,0,34,56,692850,681261,10967,622,DKI JAKARTA
2022-01-05,202,0,51,151,693052,681312,10967,773,DKI JAKARTA
2022-01-06,216,0,37,179,693268,681349,10967,952,DKI JAKARTA
2022-01-07,240,0,63,177,693508,681412,10967,1129,DKI JAKARTA
2022-01-08,218,0,60,158,693726,681472,10967,1287,DKI JAKARTA
2022-01-09,321,0,89,232,694047,681561,10967,1519,DKI JAKARTA
2022-01-10,298,0,79,219,694345,681640,10967,1738,DKI JAKARTA
2022-01-11,445,0,143,302,694790,681783,10967,2040,DKI JAKARTA
2022-01-12,328,0,109,219,695118,681892,10967,2259,DKI JAKARTA
2022-01-13,356,0,240,116,695474,682132,10967,2375,DKI JAKARTA
2022-01-14,453,1,134,318,695927,682266,10968,2693,DKI JAKARTA
2022-01-15,584,0,219,365,696511,682485,10968,3058,DKI JAKARTA
2022-01-16,452,0,500,-48,696963,682985,10968,3010,DKI JAKARTA
2022-01-17,395,0,296,99,697358,683281,10968,3109,DKI JAKARTA
2022-01-18,532,0,258,274,697890,683539,10968,3383,DKI JAKARTA
2022-01-19,798,0,318,480,698688,683857,10968,3863,DKI JAKARTA
2022-01-20,949,0,349,600,699637,684206,10968,4463,DKI JAKARTA
2022-01-21,1203,0,498,705,700840,684704,10968,5168,DKI JAKARTA
2022-01-22,1472,0,385,1087,702312,685089,10968,6255,DKI JAKARTA
2022-01-23,1398,3,414,981,703710,685503,10971,7236,DKI JAKARTA
2022-01-24,1580,0,463,1117,705290,685966,10971,8353,DKI JAKARTA
2022-01-25,1765,12,362,1391,707055,686328,10983,9744,DKI JAKARTA
2022-01-26,2756,3,1200,1553,709811,687528,10986,11297,DKI JAKARTA
2022-01-27,3368,0,1020,2348,713179,688548,10986,13645,DKI JAKARTA
2022-01-28,3687,1,1168,2518,716866,689716,10987,16163,DKI JAKARTA
2022-01-29,4580,11,1424,3145,721446,691140,10998,19308,DKI JAKARTA
2022-01-30,5297,10,1603,3684,726743,692743,11008,22992,DKI JAKARTA
2022-01-31,4214,8,1417,2789,730957,694160,11016,25781,DKI JAKARTA
2022-02-01,5088,11,1327,3750,736045,695487,11027,29531,DKI JAKARTA
2022-02-02,7353,11,3311,4031,743398,698798,11038,33562,DKI JAKARTA
2022-02-03,8078,17,3571,4490,751476,702369,11055,38052,DKI JAKARTA
2022-02-04,10666,20,4371,6275,762142,706740,11075,44327,DKI JAKARTA
2022-02-05,10229,19,6646,3564,772371,713386,11094,47891,DKI JAKARTA
2022-02-06,12711,24,6636,6051,785082,720022,11118,53942,DKI JAKARTA
2022-02-07,10153,33,3624,6496,795235,723646,11151,60438,DKI JAKARTA
2022-02-08,8577,33,4115,4429,803812,727761,11184,64867,DKI JAKARTA
2022-02-09,11446,16,7174,4256,815258,734935,11200,69123,DKI JAKARTA
2022-02-10,8866,17,9019,-170,824124,743954,11217,68953,DKI JAKARTA
2022-02-11,8581,30,13764,-5213,832705,757718,11247,63740,DKI JAKARTA
2022-02-12,9971,30,19153,-9212,842676,776871,11277,54528,DKI JAKARTA
2022-02-13,8199,29,13049,-4879,850875,789920,11306,49649,DKI JAKARTA
2022-02-14,8251,43,68,8140,859126,789988,11349,57789,DKI JAKARTA
2022-02-15,7611,39,7182,390,866737,797170,11388,58179,DKI JAKARTA
2022-02-16,9868,42,5906,3920,876605,803076,11430,62099,DKI JAKARTA
2022-02-17,6847,52,15213,-8418,883452,818289,11482,53681,DKI JAKARTA
2022-02-18,6554,30,9442,-2918,890006,827731,11512,50763,DKI JAKARTA
2022-02-19,7583,20,9021,-1458,897589,836752,11532,49305,DKI JAKARTA
2022-02-20,6457,25,9839,-3407,904046,846591,11557,45898,DKI JAKARTA
2022-02-21,4297,17,9705,-5425,908343,856296,11574,40473,DKI JAKARTA
2022-02-22,4119,30,7543,-3454,912462,863839,11604,37019,DKI JAKARTA
2022-02-23,5927,45,6554,-672,918389,870393,11649,36347,DKI JAKARTA
2022-02-24,5472,31,9869,-4428,923861,880262,11680,31919,DKI JAKARTA
2022-02-25,3623,34,3954,-365,927484,884216,11714,31554,DKI JAKARTA
2022-02-26,3711,24,3,3684,931195,884219,11738,35238,DKI JAKARTA
2022-02-27,3126,18,3227,-119,934321,887446,11756,35119,DKI JAKARTA
2022-02-28,5825,48,9076,-3299,940146,896522,11804,31820,DKI JAKARTA
2022-03-01,2893,19,4148,-1274,943039,900670,11823,30546,DKI JAKARTA
2022-03-02,3392,12,3238,142,946431,903908,11835,30688,DKI JAKARTA
2022-03-03,3733,14,6376,-2657,950164,910284,11849,28031,DKI JAKARTA
2022-03-04,2998,20,4477,-1499,953162,914761,11869,26532,DKI JAKARTA
2022-03-05,2447,14,4189,-1756,955609,918950,11883,24776,DKI JAKARTA
2022-03-06,2984,14,3535,-565,958593,922485,11897,24211,DKI JAKARTA
2022-03-07,2143,22,3225,-1104,960736,925710,11919,23107,DKI JAKARTA
2022-03-08,2842,18,3384,-560,963578,929094,11937,22547,DKI JAKARTA
2022-03-09,3084,6,2939,139,966662,932033,11943,22686,DKI JAKARTA
2022-03-10,2893,13,2998,-118,969555,935031,11956,22568,DKI JAKARTA
2022-03-11,2020,11,4471,-2462,971575,939502,11967,20106,DKI JAKARTA
2022-03-12,1671,19,3292,-1640,973246,942794,11986,18466,DKI JAKARTA
2022-03-13,1525,28,2112,-615,974771,944906,12014,17851,DKI JAKARTA
2022-03-14,1045,25,3216,-2196,975816,948122,12039,15655,DKI JAKARTA
2022-03-15,1264,24,1837,-597,977080,949959,12063,15058,DKI JAKARTA
2022-03-16,1351,10,1923,-582,978431,951882,12073,14476,DKI JAKARTA
2022-03-17,1258,8,2912,-1662,979689,954794,12081,12814,DKI JAKARTA
2022-03-18,1204,12,2344,-1152,980893,957138,12093,11662,DKI JAKARTA
2022-03-19,1173,6,2050,-883,982066,959188,12099,10779,DKI JAKARTA
2022-03-20,957,12,1793,-848,983023,960981,12111,9931,DKI JAKARTA
2022-03-21,698,5,1467,-774,983721,962448,12116,9157,DKI JAKARTA
2022-03-22,817,9,2348,-1540,984538,964796,12125,7617,DKI JAKARTA
2022-03-23,993,3,768,222,985531,965564,12128,7839,DKI JAKARTA
2022-03-24,849,5,495,349,986380,966059,12133,8188,DKI JAKARTA
2022-03-25,694,3,1319,-628,987074,967378,12136,7560,DKI JAKARTA
2022-03-26,621,1,1135,-515,987695,968513,12137,7045,DKI JAKARTA
2022-03-27,477,3,1112,-638,988172,969625,12140,6407,DKI JAKARTA
2022-03-28,457,10,1032,-585,988629,970657,12150,5822,DKI JAKARTA
2022-03-29,602,9,743,-150,989231,971400,12159,5672,DKI JAKARTA
2022-03-30,734,10,687,37,989965,972087,12169,5709,DKI JAKARTA
2022-03-31,569,4,1058,-493,990534,973145,12173,5216,DKI JAKARTA
2022-04-01,510,7,850,-347,991044,973995,12180,4869,DKI JAKARTA
2022-04-02,510,7,818,-315,991554,974813,12187,4554,DKI JAKARTA
2022-04-03,496,5,606,-115,992050,975419,12192,4439,DKI JAKARTA
2022-04-04,381,5,577,-201,992431,975996,12197,4238,DKI JAKARTA
2022-04-05,454,4,462,-12,992885,976458,12201,4226,DKI JAKARTA
2022-04-06,601,2,439,160,993486,976897,12203,4386,DKI JAKARTA
2022-04-07,541,4,681,-144,994027,977578,12207,4242,DKI JAKARTA
2022-04-08,463,2,600,-139,994490,978178,12209,4103,DKI JAKARTA
2022-04-09,350,2,549,-201,994840,978727,12211,3902,DKI JAKARTA
2022-04-10,303,2,479,-178,995143,979206,12213,3724,DKI JAKARTA
2022-04-11,256,3,530,-277,995399,979736,12216,3447,DKI JAKARTA
2022-04-12,291,5,381,-95,995690,980117,12221,3352,DKI JAKARTA
2022-04-13,536,2,437,97,996226,980554,12223,3449,DKI JAKARTA
2022-04-14,51,2,635,-586,996277,981189,12225,2863,DKI JAKARTA
2022-04-15,252,4,482,-234,996529,981671,12229,2629,DKI JAKARTA
2022-04-16,156,2,458,-304,996685,982129,12231,2325,DKI JAKARTA
2022-04-17,149,3,370,-224,996834,982499,12234,2101,DKI JAKARTA
2022-04-18,131,5,337,-211,996965,982836,12239,1890,DKI JAKARTA
2022-04-19,142,2,248,-108,997107,983084,12241,1782,DKI JAKARTA
2022-04-20,170,2,210,-42,997277,983294,12243,1740,DKI JAKARTA
2022-04-21,119,3,342,-226,997396,983636,12246,1514,DKI JAKARTA
2022-04-22,174,2,316,-144,997570,983952,12248,1370,DKI JAKARTA
2022-04-23,139,2,277,-140,997709,984229,12250,1230,DKI JAKARTA
2022-04-24,110,0,202,-92,997819,984431,12250,1138,DKI JAKARTA
2022-04-25,75,1,113,-39,997894,984544,12251,1099,DKI JAKARTA
2022-04-26,166,1,180,-15,998060,984724,12252,1084,DKI JAKARTA
2022-04-27,99,2,113,-16,998159,984837,12254,1068,DKI JAKARTA
2022-04-28,98,1,174,-77,998257,985011,12255,991,DKI JAKARTA
2022-04-29,100,1,141,-42,998357,985152,12256,949,DKI JAKARTA
2022-04-30,120,0,202,-82,998477,985354,12256,867,DKI JAKARTA
2022-05-01,68,0,80,-12,998545,985434,12256,855,DKI JAKARTA
2022-05-02,70,1,156,-87,998615,985590,12257,768,DKI JAKARTA
2022-05-03,31,1,98,-68,998646,985688,12258,700,DKI JAKARTA
2022-05-04,49,2,84,-37,998695,985772,12260,663,DKI JAKARTA
2022-05-05,70,0,137,-67,998765,985909,12260,596,DKI JAKARTA
2022-05-06,76,1,106,-31,998841,986015,12261,565,DKI JAKARTA
2022-05-07,47,1,78,-32,998888,986093,12262,533,DKI JAKARTA
2022-05-08,61,1,132,-72,998949,986225,12263,461,DKI JAKARTA
2022-05-09,86,0,29,57,999035,986254,12263,518,DKI JAKARTA
2022-05-10,128,1,66,61,999163,986320,12264,579,DKI JAKARTA
2022-05-11,108,0,71,37,999271,986391,12264,616,DKI JAKARTA
2022-05-12,76,1,24,51,999347,986415,12265,667,DKI JAKARTA
2022-05-13,83,0,37,46,999430,986452,12265,713,DKI JAKARTA
2022-05-14,93,0,72,21,999523,986524,12265,734,DKI JAKARTA
2022-05-15,81,1,65,15,999604,986589,12266,749,DKI JAKARTA
2022-05-16,54,0,54,0,999658,986643,12266,749,DKI JAKARTA
2022-05-17,60,0,80,-20,999718,986723,12266,729,DKI JAKARTA
2022-05-18,96,0,89,7,999814,986812,12266,736,DKI JAKARTA
2022-05-19,72,0,152,-80,999886,986964,12266,656,DKI JAKARTA
2022-05-20,70,0,85,-15,999956,987049,12266,641,DKI JAKARTA
2022-05-21,74,0,64,10,1000030,987113,12266,651,DKI JAKARTA
2022-05-22,83,2,70,11,1000113,987183,12268,662,DKI JAKARTA
2022-05-23,47,1,97,-51,1000160,987280,12269,611,DKI JAKARTA
2022-05-24,121,3,76,42,1000281,987356,12272,653,DKI JAKARTA
2022-05-25,104,0,53,51,1000385,987409,12272,704,DKI JAKARTA
2022-05-26,101,0,68,33,1000486,987477,12272,737,DKI JAKARTA
2022-05-27,89,0,58,31,1000575,987535,12272,768,DKI JAKARTA
2022-05-28,81,0,73,8,1000656,987608,12272,776,DKI JAKARTA
2022-05-29,67,0,85,-18,1000723,987693,12272,758,DKI JAKARTA
2022-05-30,57,2,75,-20,1000780,987768,12274,738,DKI JAKARTA
2022-05-31,106,0,87,19,1000886,987855,12274,757,DKI JAKARTA
2022-06-01,129,0,61,68,1001015,987916,12274,825,DKI JAKARTA
2022-06-02,129,0,129,0,1001144,988045,12274,825,DKI JAKARTA
2022-06-03,136,0,115,21,1001280,988160,12274,846,DKI JAKARTA
2022-06-04,139,0,88,51,1001419,988248,12274,897,DKI JAKARTA
2022-06-05,156,0,76,80,1001575,988324,12274,977,DKI JAKARTA
2022-06-06,119,0,79,40,1001694,988403,12274,1017,DKI JAKARTA
2022-06-07,205,0,75,130,1001899,988478,12274,1147,DKI JAKARTA
2022-06-08,242,0,77,165,1002141,988555,12274,1312,DKI JAKARTA
2022-06-09,218,0,107,111,1002359,988662,12274,1423,DKI JAKARTA
2022-06-10,253,0,126,127,1002612,988788,12274,1550,DKI JAKARTA
2022-06-11,251,0,140,111,1002863,988928,12274,1661,DKI JAKARTA
2022-06-12,265,0,131,134,1003128,989059,12274,1795,DKI JAKARTA
2022-06-13,282,0,143,139,1003410,989202,12274,1934,DKI JAKARTA
2022-06-14,417,0,153,264,1003827,989355,12274,2198,DKI JAKARTA
2022-06-15,581,0,126,455,1004408,989481,12274,2653,DKI JAKARTA
2022-06-16,561,0,232,329,1004969,989713,12274,2982,DKI JAKARTA
2022-06-17,560,0,235,325,1005529,989948,12274,3307,DKI JAKARTA
