tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
2020-04-17,8,1,6,1,190,153,34,3,BANTEN
2020-04-18,8,1,4,3,198,157,35,6,BANTEN
2020-04-19,3,0,4,-1,201,161,35,5,BANTEN
2020-04-20,22,0,4,18,223,165,35,23,BANTEN
2020-04-21,0,3,3,-6,223,168,38,17,BANTEN
2020-04-22,3,0,6,-3,226,174,38,14,BANTEN
2020-04-23,3,0,0,3,229,174,38,17,BANTEN
2020-04-24,22,0,2,20,251,176,38,37,BANTEN
2020-04-25,9,1,2,6,260,178,39,43,BANTEN
2020-04-26,0,3,1,-4,260,179,42,39,BANTEN
2020-04-27,10,0,3,7,270,182,42,46,BANTEN
2020-04-28,5,0,2,3,275,184,42,49,BANTEN
2020-04-29,0,0,9,-9,275,193,42,40,BANTEN
2020-04-30,13,0,8,5,288,201,42,45,BANTEN
2020-05-01,14,0,3,11,302,204,42,56,BANTEN
2020-05-02,9,1,6,2,311,210,43,58,BANTEN
2020-05-03,5,0,1,4,316,211,43,62,BANTEN
2020-05-04,12,0,9,3,328,220,43,65,BANTEN
2020-05-05,10,2,18,-10,338,238,45,55,BANTEN
2020-05-06,23,0,4,19,361,242,45,74,BANTEN
2020-05-07,0,0,2,-2,361,244,45,72,BANTEN
2020-05-08,18,1,5,12,379,249,46,84,BANTEN
2020-05-09,16,1,3,12,395,252,47,96,BANTEN
2020-05-10,10,0,7,3,405,259,47,99,BANTEN
2020-05-11,7,0,4,3,412,263,47,102,BANTEN
2020-05-12,13,0,5,8,425,268,47,110,BANTEN
2020-05-13,17,0,6,11,442,274,47,121,BANTEN
2020-05-14,9,2,12,-5,451,286,49,116,BANTEN
2020-05-15,22,0,14,8,473,300,49,124,BANTEN
2020-05-16,0,0,6,-6,473,306,49,118,BANTEN
2020-05-17,16,0,4,12,489,310,49,130,BANTEN
2020-05-18,27,0,13,14,516,323,49,144,BANTEN
2020-05-19,19,0,12,7,535,335,49,151,BANTEN
2020-05-20,0,0,27,-27,535,362,49,124,BANTEN
2020-05-21,43,1,6,36,578,368,50,160,BANTEN
2020-05-22,11,0,5,6,589,373,50,166,BANTEN
2020-05-23,0,0,4,-4,589,377,50,162,BANTEN
2020-05-24,15,0,3,12,604,380,50,174,BANTEN
2020-05-25,0,0,5,-5,604,385,50,169,BANTEN
2020-05-26,16,0,8,8,620,393,50,177,BANTEN
2020-05-27,8,0,9,-1,628,402,50,176,BANTEN
2020-05-28,11,3,16,-8,639,418,53,168,BANTEN
2020-05-29,9,0,12,-3,648,430,53,165,BANTEN
2020-05-30,12,0,22,-10,660,452,53,155,BANTEN
2020-05-31,2,0,0,2,662,452,53,157,BANTEN
2020-06-01,4,1,8,-5,666,460,54,152,BANTEN
2020-06-02,11,0,17,-6,677,477,54,146,BANTEN
2020-06-03,54,0,20,34,731,497,54,180,BANTEN
2020-06-04,9,0,9,0,740,506,54,180,BANTEN
2020-06-05,23,1,23,-1,763,529,55,179,BANTEN
2020-06-06,27,1,6,20,790,535,56,199,BANTEN
2020-06-07,8,1,1,6,798,536,57,205,BANTEN
2020-06-08,9,0,5,4,807,541,57,209,BANTEN
2020-06-09,13,1,7,5,820,548,58,214,BANTEN
2020-06-10,27,0,40,-13,847,588,58,201,BANTEN
2020-06-11,20,0,19,1,867,607,58,202,BANTEN
2020-06-12,28,0,6,22,895,613,58,224,BANTEN
2020-06-13,63,0,2,61,958,615,58,285,BANTEN
2020-06-14,6,0,8,-2,964,623,58,283,BANTEN
2020-06-15,3,0,18,-15,967,641,58,268,BANTEN
2020-06-16,23,0,7,16,990,648,58,284,BANTEN
2020-06-17,25,0,21,4,1015,669,58,288,BANTEN
2020-06-18,14,0,13,1,1029,682,58,289,BANTEN
2020-06-19,4,0,21,-17,1033,703,58,272,BANTEN
2020-06-20,14,0,10,4,1047,713,58,276,BANTEN
2020-06-21,5,0,4,1,1052,717,58,277,BANTEN
2020-06-22,8,1,16,-9,1060,733,59,268,BANTEN
2020-06-23,11,0,13,-2,1071,746,59,266,BANTEN
2020-06-24,14,0,31,-17,1085,777,59,249,BANTEN
2020-06-25,15,0,4,11,1100,781,59,260,BANTEN
2020-06-26,10,0,5,5,1110,786,59,265,BANTEN
2020-06-27,17,0,1,16,1127,787,59,281,BANTEN
2020-06-28,3,0,8,-5,1130,795,59,276,BANTEN
2020-06-29,3,0,5,-2,1133,800,59,274,BANTEN
2020-06-30,6,0,4,2,1139,804,59,276,BANTEN
2020-07-01,10,0,9,1,1149,813,59,277,BANTEN
2020-07-02,7,0,7,0,1156,820,59,277,BANTEN
2020-07-03,19,0,18,1,1175,838,59,278,BANTEN
2020-07-04,8,1,11,-4,1183,849,60,274,BANTEN
2020-07-05,7,1,4,2,1190,853,61,276,BANTEN
2020-07-06,10,1,4,5,1200,857,62,281,BANTEN
2020-07-07,6,0,8,-2,1206,865,62,279,BANTEN
2020-07-08,13,0,12,1,1219,877,62,280,BANTEN
2020-07-09,11,1,21,-11,1230,898,63,269,BANTEN
2020-07-10,7,0,20,-13,1237,918,63,256,BANTEN
2020-07-11,4,1,13,-10,1241,931,64,246,BANTEN
2020-07-12,12,0,6,6,1253,937,64,252,BANTEN
2020-07-13,8,3,3,2,1261,940,67,254,BANTEN
2020-07-14,7,0,6,1,1268,946,67,255,BANTEN
2020-07-15,3,0,3,0,1271,949,67,255,BANTEN
2020-07-16,15,0,12,3,1286,961,67,258,BANTEN
2020-07-17,8,0,3,5,1294,964,67,263,BANTEN
2020-07-18,7,0,8,-1,1301,972,67,262,BANTEN
2020-07-19,10,2,1,7,1311,973,69,269,BANTEN
2020-07-20,6,0,20,-14,1317,993,69,255,BANTEN
2020-07-21,7,0,14,-7,1324,1007,69,248,BANTEN
2020-07-22,2,0,12,-10,1326,1019,69,238,BANTEN
2020-07-23,7,0,3,4,1333,1022,69,242,BANTEN
2020-07-24,10,0,9,1,1343,1031,69,243,BANTEN
2020-07-25,4,1,9,-6,1347,1040,70,237,BANTEN
2020-07-26,9,0,1,8,1356,1041,70,245,BANTEN
2020-07-27,5,0,19,-14,1361,1060,70,231,BANTEN
2020-07-28,8,0,12,-4,1369,1072,70,227,BANTEN
2020-07-29,10,0,20,-10,1379,1092,70,217,BANTEN
2020-07-30,22,1,12,9,1401,1104,71,226,BANTEN
2020-07-31,27,1,7,19,1428,1111,72,245,BANTEN
2020-08-01,17,0,32,-15,1445,1143,72,230,BANTEN
2020-08-02,8,1,7,0,1453,1150,73,230,BANTEN
2020-08-03,17,0,15,2,1470,1165,73,232,BANTEN
2020-08-04,27,0,11,16,1497,1176,73,248,BANTEN
2020-08-05,19,0,9,10,1516,1185,73,258,BANTEN
2020-08-06,29,2,12,15,1545,1197,75,273,BANTEN
2020-08-07,25,0,13,12,1570,1210,75,285,BANTEN
2020-08-08,17,0,19,-2,1587,1229,75,283,BANTEN
2020-08-09,16,0,7,9,1603,1236,75,292,BANTEN
2020-08-10,19,1,30,-12,1622,1266,76,280,BANTEN
2020-08-11,13,1,15,-3,1635,1281,77,277,BANTEN
2020-08-12,40,1,15,24,1675,1296,78,301,BANTEN
2020-08-13,34,2,14,18,1709,1310,80,319,BANTEN
2020-08-14,16,2,7,7,1725,1317,82,326,BANTEN
2020-08-15,26,1,28,-3,1751,1345,83,323,BANTEN
2020-08-16,39,0,16,23,1790,1361,83,346,BANTEN
2020-08-17,13,0,5,8,1803,1366,83,354,BANTEN
2020-08-18,51,0,24,27,1854,1390,83,381,BANTEN
2020-08-19,43,1,10,32,1897,1400,84,413,BANTEN
2020-08-20,17,2,26,-11,1914,1426,86,402,BANTEN
2020-08-21,29,1,33,-5,1943,1459,87,397,BANTEN
2020-08-22,35,2,18,15,1978,1477,89,412,BANTEN
2020-08-23,23,1,41,-19,2001,1518,90,393,BANTEN
2020-08-24,48,3,22,23,2049,1540,93,416,BANTEN
2020-08-25,24,0,47,-23,2073,1587,93,393,BANTEN
2020-08-26,24,0,21,3,2097,1608,93,396,BANTEN
2020-08-27,46,1,94,-49,2143,1702,94,347,BANTEN
2020-08-28,35,2,60,-27,2178,1762,96,320,BANTEN
2020-08-29,50,2,16,32,2228,1778,98,352,BANTEN
2020-08-30,37,0,18,19,2265,1796,98,371,BANTEN
2020-08-31,30,2,35,-7,2295,1831,100,364,BANTEN
2020-09-01,24,1,50,-27,2319,1881,101,337,BANTEN
2020-09-02,55,0,26,29,2374,1907,101,366,BANTEN
2020-09-03,27,2,82,-57,2401,1989,103,309,BANTEN
2020-09-04,17,0,37,-20,2418,2026,103,289,BANTEN
2020-09-05,40,1,33,6,2458,2059,104,295,BANTEN
2020-09-06,69,1,42,26,2527,2101,105,321,BANTEN
2020-09-07,60,1,41,18,2587,2142,106,339,BANTEN
2020-09-08,49,1,35,13,2636,2177,107,352,BANTEN
2020-09-09,22,4,42,-24,2658,2219,111,328,BANTEN
2020-09-10,34,3,53,-22,2692,2272,114,306,BANTEN
2020-09-11,41,2,71,-32,2733,2343,116,274,BANTEN
2020-09-12,16,2,34,-20,2749,2377,118,254,BANTEN
2020-09-13,42,0,19,23,2791,2396,118,277,BANTEN
2020-09-14,46,1,57,-12,2837,2453,119,265,BANTEN
2020-09-15,52,1,41,10,2889,2494,120,275,BANTEN
2020-09-16,109,2,56,51,2998,2550,122,326,BANTEN
2020-09-17,89,3,27,59,3087,2577,125,385,BANTEN
2020-09-18,112,0,53,59,3199,2630,125,444,BANTEN
2020-09-19,95,0,57,38,3294,2687,125,482,BANTEN
2020-09-20,141,0,118,23,3435,2805,125,505,BANTEN
2020-09-21,98,2,218,-122,3533,3023,127,383,BANTEN
2020-09-22,113,3,43,67,3646,3066,130,450,BANTEN
2020-09-23,162,0,108,54,3808,3174,130,504,BANTEN
2020-09-24,92,2,41,49,3900,3215,132,553,BANTEN
2020-09-25,80,2,143,-65,3980,3358,134,488,BANTEN
2020-09-26,106,0,151,-45,4086,3509,134,443,BANTEN
2020-09-27,87,1,57,29,4173,3566,135,472,BANTEN
2020-09-28,108,1,99,8,4281,3665,136,480,BANTEN
2020-09-29,66,7,218,-159,4347,3883,143,321,BANTEN
2020-09-30,114,1,102,11,4461,3985,144,332,BANTEN
2020-10-01,79,5,99,-25,4540,4084,149,307,BANTEN
2020-10-02,56,0,156,-100,4596,4240,149,207,BANTEN
2020-10-03,103,3,80,20,4699,4320,152,227,BANTEN
2020-10-04,140,2,79,59,4839,4399,154,286,BANTEN
2020-10-05,111,1,144,-34,4950,4543,155,252,BANTEN
2020-10-06,79,3,105,-29,5029,4648,158,223,BANTEN
2020-10-07,67,3,46,18,5096,4694,161,241,BANTEN
2020-10-08,99,1,80,18,5195,4774,162,259,BANTEN
2020-10-09,109,1,73,35,5304,4847,163,294,BANTEN
2020-10-10,140,4,93,43,5444,4940,167,337,BANTEN
2020-10-11,90,1,63,26,5534,5003,168,363,BANTEN
2020-10-12,70,3,104,-37,5604,5107,171,326,BANTEN
2020-10-13,68,2,64,2,5672,5171,173,328,BANTEN
2020-10-14,72,2,60,10,5744,5231,175,338,BANTEN
2020-10-15,79,2,76,1,5823,5307,177,339,BANTEN
2020-10-16,85,1,60,24,5908,5367,178,363,BANTEN
2020-10-17,98,1,51,46,6006,5418,179,409,BANTEN
2020-10-18,99,3,52,44,6105,5470,182,453,BANTEN
2020-10-19,92,4,96,-8,6197,5566,186,445,BANTEN
2020-10-20,69,1,130,-62,6266,5696,187,383,BANTEN
2020-10-21,140,4,47,89,6406,5743,191,472,BANTEN
2020-10-22,154,1,97,56,6560,5840,192,528,BANTEN
2020-10-23,113,2,61,50,6673,5901,194,578,BANTEN
2020-10-24,78,1,94,-17,6751,5995,195,561,BANTEN
2020-10-25,178,4,87,87,6929,6082,199,648,BANTEN
2020-10-26,100,0,67,33,7029,6149,199,681,BANTEN
2020-10-27,103,4,79,20,7132,6228,203,701,BANTEN
2020-10-28,142,4,73,65,7274,6301,207,766,BANTEN
2020-10-29,73,4,112,-43,7347,6413,211,723,BANTEN
2020-10-30,83,3,93,-13,7430,6506,214,710,BANTEN
2020-10-31,71,1,55,15,7501,6561,215,725,BANTEN
2020-11-01,75,2,47,26,7576,6608,217,751,BANTEN
2020-11-02,61,1,53,7,7637,6661,218,758,BANTEN
2020-11-03,54,2,83,-31,7691,6744,220,727,BANTEN
2020-11-04,74,2,51,21,7765,6795,222,748,BANTEN
2020-11-05,43,0,66,-23,7808,6861,222,725,BANTEN
2020-11-06,89,2,70,17,7897,6931,224,742,BANTEN
2020-11-07,106,7,71,28,8003,7002,231,770,BANTEN
2020-11-08,40,2,30,8,8043,7032,233,778,BANTEN
2020-11-09,92,1,58,33,8135,7090,234,811,BANTEN
2020-11-10,40,2,70,-32,8175,7160,236,779,BANTEN
2020-11-11,103,3,48,52,8278,7208,239,831,BANTEN
2020-11-12,85,3,57,25,8363,7265,242,856,BANTEN
2020-11-13,83,1,32,50,8446,7297,243,906,BANTEN
2020-11-14,140,2,58,80,8586,7355,245,986,BANTEN
2020-11-15,118,3,59,56,8704,7414,248,1042,BANTEN
2020-11-16,0,2,73,-75,8704,7487,250,967,BANTEN
2020-11-17,0,4,81,-85,8704,7568,254,882,BANTEN
2020-11-18,45,1,78,-34,8749,7646,255,848,BANTEN
2020-11-19,121,3,128,-10,8870,7774,258,838,BANTEN
2020-11-20,105,2,80,23,8975,7854,260,861,BANTEN
2020-11-21,143,8,105,30,9118,7959,268,891,BANTEN
2020-11-22,107,1,67,39,9225,8026,269,930,BANTEN
2020-11-23,138,1,105,32,9363,8131,270,962,BANTEN
2020-11-24,117,4,80,33,9480,8211,274,995,BANTEN
2020-11-25,98,5,73,20,9578,8284,279,1015,BANTEN
2020-11-26,113,4,87,22,9691,8371,283,1037,BANTEN
2020-11-27,147,3,86,58,9838,8457,286,1095,BANTEN
2020-11-28,173,2,71,100,10011,8528,288,1195,BANTEN
2020-11-29,125,4,122,-1,10136,8650,292,1194,BANTEN
2020-11-30,212,3,93,116,10348,8743,295,1310,BANTEN
2020-12-01,125,0,99,26,10473,8842,295,1336,BANTEN
2020-12-02,97,3,84,10,10570,8926,298,1346,BANTEN
2020-12-03,105,1,102,2,10675,9028,299,1348,BANTEN
2020-12-04,114,5,77,32,10789,9105,304,1380,BANTEN
2020-12-05,113,5,113,-5,10902,9218,309,1375,BANTEN
2020-12-06,107,2,123,-18,11009,9341,311,1357,BANTEN
2020-12-07,104,4,132,-32,11113,9473,315,1325,BANTEN
2020-12-08,77,4,122,-49,11190,9595,319,1276,BANTEN
2020-12-09,135,2,129,4,11325,9724,321,1280,BANTEN
2020-12-10,134,4,142,-12,11459,9866,325,1268,BANTEN
2020-12-11,158,2,100,56,11617,9966,327,1324,BANTEN
2020-12-12,162,3,125,34,11779,10091,330,1358,BANTEN
2020-12-13,104,3,86,15,11883,10177,333,1373,BANTEN
2020-12-14,120,2,116,2,12003,10293,335,1375,BANTEN
2020-12-15,135,6,119,10,12138,10412,341,1385,BANTEN
2020-12-16,140,4,108,28,12278,10520,345,1413,BANTEN
2020-12-17,131,4,115,12,12409,10635,349,1425,BANTEN
2020-12-18,117,7,103,7,12526,10738,356,1432,BANTEN
2020-12-19,140,7,137,-4,12666,10875,363,1428,BANTEN
2020-12-20,147,2,126,19,12813,11001,365,1447,BANTEN
2020-12-21,158,4,115,39,12971,11116,369,1486,BANTEN
2020-12-22,192,3,119,70,13163,11235,372,1556,BANTEN
2020-12-23,158,6,105,47,13321,11340,378,1603,BANTEN
2020-12-24,117,3,125,-11,13438,11465,381,1592,BANTEN
2020-12-25,126,4,161,-39,13564,11626,385,1553,BANTEN
2020-12-26,199,5,132,62,13763,11758,390,1615,BANTEN
2020-12-27,108,4,127,-23,13871,11885,394,1592,BANTEN
2020-12-28,93,2,166,-75,13964,12051,396,1517,BANTEN
2020-12-29,93,5,104,-16,14057,12155,401,1501,BANTEN
2020-12-30,139,5,127,7,14196,12282,406,1508,BANTEN
2020-12-31,219,2,127,90,14415,12409,408,1598,BANTEN
2021-01-01,233,9,145,79,14648,12554,417,1677,BANTEN
2021-01-02,193,7,275,-89,14841,12829,424,1588,BANTEN
2021-01-03,120,1,110,9,14961,12939,425,1597,BANTEN
2021-01-04,129,4,201,-76,15090,13140,429,1521,BANTEN
2021-01-05,147,6,164,-23,15237,13304,435,1498,BANTEN
2021-01-06,132,4,98,30,15369,13402,439,1528,BANTEN
2021-01-07,297,7,167,123,15666,13569,446,1651,BANTEN
2021-01-08,193,4,161,28,15859,13730,450,1679,BANTEN
2021-01-09,209,4,134,71,16068,13864,454,1750,BANTEN
2021-01-10,217,5,173,39,16285,14037,459,1789,BANTEN
2021-01-11,142,5,146,-9,16427,14183,464,1780,BANTEN
2021-01-12,139,17,491,-369,16566,14674,481,1411,BANTEN
2021-01-13,149,7,199,-57,16715,14873,488,1354,BANTEN
2021-01-14,197,4,166,27,16912,15039,492,1381,BANTEN
2021-01-15,232,8,209,15,17144,15248,500,1396,BANTEN
2021-01-16,206,3,138,65,17350,15386,503,1461,BANTEN
2021-01-17,218,7,183,28,17568,15569,510,1489,BANTEN
2021-01-18,204,2,334,-132,17772,15903,512,1357,BANTEN
2021-01-19,144,0,232,-88,17916,16135,512,1269,BANTEN
2021-01-20,233,4,185,44,18149,16320,516,1313,BANTEN
2021-01-21,188,2,127,59,18337,16447,518,1372,BANTEN
2021-01-22,266,3,187,76,18603,16634,521,1448,BANTEN
2021-01-23,296,7,164,125,18899,16798,528,1573,BANTEN
2021-01-24,325,3,149,173,19224,16947,531,1746,BANTEN
2021-01-25,225,3,129,93,19449,17076,534,1839,BANTEN
2021-01-26,416,7,250,159,19865,17326,541,1998,BANTEN
2021-01-27,241,3,118,120,20106,17444,544,2118,BANTEN
2021-01-28,34,6,490,-462,20140,17934,550,1656,BANTEN
2021-01-29,262,3,224,35,20402,18158,553,1691,BANTEN
2021-01-30,234,1,117,116,20636,18275,554,1807,BANTEN
2021-01-31,221,3,172,46,20857,18447,557,1853,BANTEN
2021-02-01,25,4,128,-107,20882,18575,561,1746,BANTEN
2021-02-02,28,14,437,-423,20910,19012,575,1323,BANTEN
2021-02-03,103,3,228,-128,21013,19240,578,1195,BANTEN
2021-02-04,17,2,164,-149,21030,19404,580,1046,BANTEN
2021-02-05,54,6,132,-84,21084,19536,586,962,BANTEN
2021-02-06,39,3,193,-157,21123,19729,589,805,BANTEN
2021-02-07,74,2,127,-55,21197,19856,591,750,BANTEN
2021-02-08,37,12,471,-446,21234,20327,603,304,BANTEN
2021-02-09,54,1,224,-171,21288,20551,604,133,BANTEN
2021-02-10,22,3,154,-135,21310,20705,607,-2,BANTEN
2021-02-11,27,4,144,-121,21337,20849,611,-123,BANTEN
2021-02-12,122,0,101,21,21459,20950,611,-102,BANTEN
2021-02-13,95,7,313,-225,21554,21263,618,-327,BANTEN
2021-02-14,59,6,145,-92,21613,21408,624,-419,BANTEN
2021-02-15,146,4,209,-67,21759,21617,628,-486,BANTEN
2021-02-16,283,8,196,79,22042,21813,636,-407,BANTEN
2021-02-17,262,2,179,81,22304,21992,638,-326,BANTEN
2021-02-18,68,7,243,-182,22372,22235,645,-508,BANTEN
2021-02-19,63,2,259,-198,22435,22494,647,-706,BANTEN
2021-02-20,59,7,95,-43,22494,22589,654,-749,BANTEN
2021-02-21,185,2,81,102,22679,22670,656,-647,BANTEN
2021-02-22,91,3,199,-111,22770,22869,659,-758,BANTEN
2021-02-23,193,5,252,-64,22963,23121,664,-822,BANTEN
2021-02-24,30,6,146,-122,22993,23267,670,-944,BANTEN
2021-02-25,208,3,175,30,23201,23442,673,-914,BANTEN
2021-02-26,178,3,229,-54,23379,23671,676,-968,BANTEN
2021-02-27,30,5,141,-116,23409,23812,681,-1084,BANTEN
2021-02-28,38,2,176,-140,23447,23988,683,-1224,BANTEN
2021-03-01,18,1,153,-136,23465,24141,684,-1360,BANTEN
2021-03-02,75,2,151,-78,23540,24292,686,-1438,BANTEN
2021-03-03,59,5,187,-133,23599,24479,691,-1571,BANTEN
2021-03-04,10,5,207,-202,23609,24686,696,-1773,BANTEN
2021-03-05,416,5,141,270,24025,24827,701,-1503,BANTEN
2021-03-06,10,2,78,-70,24035,24905,703,-1573,BANTEN
2021-03-07,12,3,114,-105,24047,25019,706,-1678,BANTEN
2021-03-08,463,4,150,309,24510,25169,710,-1369,BANTEN
2021-03-09,78,1,213,-136,24588,25382,711,-1505,BANTEN
2021-03-10,107,1,135,-29,24695,25517,712,-1534,BANTEN
2021-03-11,37,1,146,-110,24732,25663,713,-1644,BANTEN
2021-03-12,377,6,70,301,25109,25733,719,-1343,BANTEN
2021-03-13,199,0,72,127,25308,25805,719,-1216,BANTEN
2021-03-14,252,1,55,196,25560,25860,720,-1020,BANTEN
2021-03-15,225,2,102,121,25785,25962,722,-899,BANTEN
2021-03-16,197,0,115,82,25982,26077,722,-817,BANTEN
2021-03-17,698,2,200,496,26680,26277,724,-321,BANTEN
2021-03-18,229,3,66,160,26909,26343,727,-161,BANTEN
2021-03-19,254,4,74,176,27163,26417,731,15,BANTEN
2021-03-20,188,2,57,129,27351,26474,733,144,BANTEN
2021-03-21,167,0,34,133,27518,26508,733,277,BANTEN
2021-03-22,351,0,39,312,27869,26547,733,589,BANTEN
2021-03-23,245,2,56,187,28114,26603,735,776,BANTEN
2021-03-24,208,0,141,67,28322,26744,735,843,BANTEN
2021-03-25,81,0,34,47,28403,26778,735,890,BANTEN
2021-03-26,149,1,39,109,28552,26817,736,999,BANTEN
2021-03-27,180,0,56,124,28732,26873,736,1123,BANTEN
2021-03-28,66,0,25,41,28798,26898,736,1164,BANTEN
2021-03-29,259,1,70,188,29057,26968,737,1352,BANTEN
2021-03-30,269,1,70,198,29326,27038,738,1550,BANTEN
2021-03-31,761,3,566,192,30087,27604,741,1742,BANTEN
2021-04-01,723,8,605,110,30810,28209,749,1852,BANTEN
2021-04-02,675,6,295,374,31485,28504,755,2226,BANTEN
2021-04-03,712,8,122,582,32197,28626,763,2808,BANTEN
2021-04-04,2806,140,4452,-1786,35003,33078,903,1022,BANTEN
2021-04-05,213,0,64,149,35216,33142,903,1171,BANTEN
2021-04-06,155,0,9,146,35371,33151,903,1317,BANTEN
2021-04-07,134,1,96,37,35505,33247,904,1354,BANTEN
2021-04-08,100,1,29,70,35605,33276,905,1424,BANTEN
2021-04-09,110,2,47,61,35715,33323,907,1485,BANTEN
2021-04-10,72,2,19,51,35787,33342,909,1536,BANTEN
2021-04-11,82,0,54,28,35869,33396,909,1564,BANTEN
2021-04-12,249,0,164,85,36118,33560,909,1649,BANTEN
2021-04-13,161,1,125,35,36279,33685,910,1684,BANTEN
2021-04-14,70,1,82,-13,36349,33767,911,1671,BANTEN
2021-04-15,61,1,83,-23,36410,33850,912,1648,BANTEN
2021-04-16,125,2,43,80,36535,33893,914,1728,BANTEN
2021-04-17,79,8,64,7,36614,33957,922,1735,BANTEN
2021-04-18,40,0,198,-158,36654,34155,922,1577,BANTEN
2021-04-19,65,1,32,32,36719,34187,923,1609,BANTEN
2021-04-20,87,1,30,56,36806,34217,924,1665,BANTEN
2021-04-21,60,2,126,-68,36866,34343,926,1597,BANTEN
2021-04-22,84,0,80,4,36950,34423,926,1601,BANTEN
2021-04-23,138,2,72,64,37088,34495,928,1665,BANTEN
2021-04-24,47,0,101,-54,37135,34596,928,1611,BANTEN
2021-04-25,63,1,98,-36,37198,34694,929,1575,BANTEN
2021-04-26,171,1,145,25,37369,34839,930,1600,BANTEN
2021-04-27,183,0,153,30,37552,34992,930,1630,BANTEN
2021-04-28,50,0,43,7,37602,35035,930,1637,BANTEN
2021-04-29,93,0,110,-17,37695,35145,930,1620,BANTEN
2021-04-30,58,9,26,23,37753,35171,939,1643,BANTEN
2021-05-01,42,0,21,21,37795,35192,939,1664,BANTEN
2021-05-02,45,1,52,-8,37840,35244,940,1656,BANTEN
2021-05-03,95,0,32,63,37935,35276,940,1719,BANTEN
2021-05-04,87,2,136,-51,38022,35412,942,1668,BANTEN
2021-05-05,65,2,145,-82,38087,35557,944,1586,BANTEN
2021-05-06,51,1,34,16,38138,35591,945,1602,BANTEN
2021-05-07,54,0,39,15,38192,35630,945,1617,BANTEN
2021-05-08,62,3,24,35,38254,35654,948,1652,BANTEN
2021-05-09,47,0,139,-92,38301,35793,948,1560,BANTEN
2021-05-10,75,4,58,13,38376,35851,952,1573,BANTEN
2021-05-11,67,1,40,26,38443,35891,953,1599,BANTEN
2021-05-12,43,0,18,25,38486,35909,953,1624,BANTEN
2021-05-13,29,0,1,28,38515,35910,953,1652,BANTEN
2021-05-14,32,0,13,19,38547,35923,953,1671,BANTEN
2021-05-15,18,0,76,-58,38565,35999,953,1613,BANTEN
2021-05-16,58,1,34,23,38623,36033,954,1636,BANTEN
2021-05-17,38,2,247,-211,38661,36280,956,1425,BANTEN
2021-05-18,24,1,0,23,38685,36280,957,1448,BANTEN
2021-05-19,40,1,55,-16,38725,36335,958,1432,BANTEN
2021-05-20,72,0,281,-209,38797,36616,958,1223,BANTEN
2021-05-21,48,2,65,-19,38845,36681,960,1204,BANTEN
2021-05-22,49,3,84,-38,38894,36765,963,1166,BANTEN
2021-05-23,29,2,46,-19,38923,36811,965,1147,BANTEN
2021-05-24,38,1,39,-2,38961,36850,966,1145,BANTEN
2021-05-25,81,2,7,72,39042,36857,968,1217,BANTEN
2021-05-26,36,0,15,21,39078,36872,968,1238,BANTEN
2021-05-27,118,1,35,82,39196,36907,969,1320,BANTEN
2021-05-28,43,1,45,-3,39239,36952,970,1317,BANTEN
2021-05-29,63,3,59,1,39302,37011,973,1318,BANTEN
2021-05-30,38,0,48,-10,39340,37059,973,1308,BANTEN
